product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
388,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,613.85,12.89,clothing,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,538,Khaki,medium,9.4,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,2018-04-12,4.3,729,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,4.4,517,standard,19.62
389,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",426.95,22.6,home decor,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,350,Khaki,large,2.7,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2011-11-24,4.1,913,felis donec semper sapien a libero nam dui proin leo odio,3.3,570,express,43.68
390,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",8.6,37.87,toys,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,371,Puce,large,4.5,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,2021-07-11,2.7,434,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,4.4,437,express,15.37
391,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",266.83,34.07,toys,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,480,Maroon,medium,1.5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2018-06-01,4.0,862,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,4.4,542,free,24.57
392,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4.06,49.22,toys,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,560,Maroon,large,2.8,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,2020-04-03,1.0,920,porttitor pede justo eu massa donec dapibus duis at velit eu,4.0,629,free,7.92
393,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",987.97,17.93,electronics,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,938,Orange,large,4.1,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,2019-01-02,2.0,558,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,3.6,455,express,44.38
394,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",175.32,39.52,electronics,in faucibus orci luctus et ultrices posuere cubilia curae duis,703,Purple,small,5.1,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,2015-09-04,1.8,1000,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,3.9,770,express,37.81
395,felis eu sapien cursus vestibulum proin eu mi nulla ac,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",304.58,46.56,clothing,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,672,Aquamarine,large,6.6,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2020-11-13,1.4,728,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,2.9,247,express,4.92
396,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",496.1,24.93,toys,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,511,Khaki,extra large,2.4,at turpis donec posuere metus vitae ipsum aliquam non mauris,2013-06-08,3.8,164,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,4.5,736,express,19.24
397,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,Morbi quis tortor id nulla ultrices aliquet.,231.95,30.01,clothing,tortor quis turpis sed ante vivamus tortor duis mattis egestas,267,Turquoise,small,2.1,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,2010-07-04,1.3,902,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,1.8,379,free,23.06
398,et tempus semper est quam pharetra magna ac consequat metus sapien,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",316.23,26.79,toys,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,611,Violet,extra large,1.2,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,2021-02-03,1.7,90,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,2.0,733,free,15.6
399,sem praesent id massa id nisl venenatis lacinia aenean sit amet,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",713.99,13.41,electronics,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,312,Blue,small,8.3,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,2021-02-12,1.1,901,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2.1,21,standard,36.45
400,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",7.79,22.49,electronics,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,744,Violet,small,4.1,velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2014-08-12,5.0,300,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,2.9,937,free,20.59
401,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",682.89,23.42,electronics,posuere metus vitae ipsum aliquam non mauris morbi non lectus,220,Orange,small,3.9,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,2010-01-01,1.0,608,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,4.6,254,free,17.19
402,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,261.06,45.58,electronics,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,172,Crimson,medium,0.5,pellentesque at nulla suspendisse potenti cras in purus eu magna,2017-10-17,1.7,942,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,2.7,795,express,15.99
403,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",475.82,30.43,toys,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,515,Fuscia,extra large,5.3,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,2022-03-15,2.4,667,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,1.2,733,standard,34.63
404,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",63.7,4.6,electronics,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,355,Indigo,small,2.3,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,2020-06-29,1.5,776,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,2.1,913,free,4.98
405,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",726.5,1.7,toys,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,926,Mauv,extra large,2.5,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2013-12-06,4.5,725,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,4.4,38,standard,3.95
406,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,400.53,19.29,home decor,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,435,Puce,small,8.9,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,2015-05-20,1.1,747,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,5.0,259,free,32.4
407,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,933.54,48.78,toys,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,633,Violet,small,5.8,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2014-01-15,2.2,355,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,2.4,353,free,37.98
408,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,487.45,46.11,clothing,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,804,Maroon,medium,5.9,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2010-01-13,4.2,213,quisque porta volutpat erat quisque erat eros viverra eget congue eget,2.0,70,standard,44.14
409,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",284.37,44.87,beauty,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,885,Green,small,9.6,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,2012-06-10,4.7,810,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,1.1,50,free,20.24
410,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",763.74,4.75,beauty,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,843,Maroon,medium,0.3,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,2012-03-27,1.4,895,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,4.4,879,express,46.73
411,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",470.23,33.71,beauty,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,47,Fuscia,extra large,1.6,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2018-10-03,1.8,192,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,1.1,158,free,40.55
412,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",385.62,38.64,beauty,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,247,Maroon,small,4.5,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,2022-09-08,3.0,682,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2.6,56,free,33.39
413,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",861.46,19.68,electronics,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,662,Red,large,3.7,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,2022-06-29,1.8,552,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,1.5,273,standard,3.08
414,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,"Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",226.41,4.46,toys,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,76,Red,large,7.9,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,2016-08-21,1.1,732,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1.6,243,express,46.23
415,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",545.0,49.75,clothing,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,103,Crimson,medium,9.1,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,2012-03-09,4.8,859,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,4.0,601,standard,6.69
416,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",68.37,7.61,electronics,tortor id nulla ultrices aliquet maecenas leo odio condimentum id,776,Maroon,medium,1.2,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,2010-08-30,2.5,719,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1.4,44,free,3.44
417,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,Donec dapibus. Duis at velit eu est congue elementum.,749.04,9.12,clothing,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,547,Orange,extra large,2.5,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2021-07-23,1.9,120,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,4.1,819,standard,49.2
418,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,Mauris lacinia sapien quis libero.,923.36,5.1,clothing,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,12,Pink,medium,0.2,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,2013-05-02,4.4,616,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,1.2,799,standard,5.42
419,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",464.95,22.6,toys,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,40,Purple,large,3.0,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2018-04-16,3.5,942,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,1.3,548,free,40.63
420,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",656.65,43.51,electronics,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,862,Mauv,extra large,1.7,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2021-05-22,4.6,504,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,1.8,353,free,32.3
421,est donec odio justo sollicitudin ut suscipit a feugiat et eros,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",18.89,2.16,home decor,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,636,Blue,small,7.5,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2021-11-07,1.2,401,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,4.6,429,express,0.79
422,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",977.44,29.96,toys,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,720,Turquoise,extra large,3.7,lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2016-08-03,3.4,434,bibendum morbi non quam nec dui luctus rutrum nulla tellus in,1.3,711,express,22.03
423,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",978.26,1.53,toys,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,886,Teal,large,5.6,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2015-01-06,1.5,553,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,3.7,257,free,16.3
424,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",937.35,41.57,home decor,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,732,Fuscia,small,8.7,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2021-06-14,3.6,583,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,5.0,222,express,29.54
425,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",562.22,33.07,beauty,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,332,Red,medium,8.1,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,2022-07-27,4.0,301,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,3.0,899,express,42.28
426,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",525.95,41.02,clothing,commodo placerat praesent blandit nam nulla integer pede justo lacinia,98,Crimson,extra large,4.6,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,2014-07-04,4.4,531,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,3.3,989,express,11.1
427,in libero ut massa volutpat convallis morbi odio odio elementum,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",814.26,17.06,home decor,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,921,Khaki,medium,9.4,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,2021-05-29,4.6,677,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,1.3,837,free,30.03
428,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",638.23,34.0,clothing,risus auctor sed tristique in tempus sit amet sem fusce,266,Orange,medium,7.5,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,2013-02-24,5.0,282,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,3.7,140,standard,40.41
